Page,Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Katherine McDaniel,DEM Hazel B. Jones,Totals
923,"District Judge, 174th Judicial District",0995,753,193,946,1576,60.03%,94,813,907
923,"District Judge, 174th Judicial District",0996,403,70,473,708,66.81%,247,195,442
923,"District Judge, 174th Judicial District",0997,521,283,804,1909,42.12%,136,646,782
923,"District Judge, 174th Judicial District",0998,24,12,36,68,52.94%,22,12,34
923,"District Judge, 174th Judicial District",0999,0,0,0,0,0.00%,0,0,0
923,"District Judge, 174th Judicial District",1000,122,22,144,428,33.64%,22,117,139
923,"District Judge, 174th Judicial District",1001,519,280,799,1654,48.31%,147,609,756
923,"District Judge, 174th Judicial District",1002,480,270,750,1804,41.57%,104,603,707
923,"District Judge, 174th Judicial District",1003,0,0,0,0,0.00%,0,0,0
923,"District Judge, 174th Judicial District",1004,349,114,463,691,67.00%,222,214,436
923,"District Judge, 174th Judicial District",1005,0,0,0,0,0.00%,0,0,0
923,"District Judge, 174th Judicial District",1006,0,0,0,0,0.00%,0,0,0
923,"District Judge, 174th Judicial District",1007,694,306,1000,1775,56.34%,222,739,961
923,"District Judge, 174th Judicial District",1008,620,107,727,1011,71.91%,562,133,695
923,"District Judge, 174th Judicial District",1009,0,0,0,0,0.00%,0,0,0
923,"District Judge, 174th Judicial District",1010,292,96,388,647,59.97%,69,304,373
923,"District Judge, 174th Judicial District",1011,9,6,15,31,48.39%,9,6,15
923,"District Judge, 174th Judicial District",1012,543,362,905,1633,55.42%,214,640,854
923,"District Judge, 174th Judicial District",Totals,981446,353327,1334773,2182980,,606487,661559,1268046
